Input,Output,Id
"== Sky city == 

 Hello, 

 I noticed that you were involved in WikiProject Skyscrapers, and I thought you could help me. I am trying to take Skycity to DYK, considering what an interesting hook it will make. For which, I intend to expand the article as much as I can (to meet DYK expansion standards). For this I request your help to expanding the article and making it a truly great hook. 

 I am trying to keep all edits at  so that we have more than the traditional 7 days to finish this hook. Hope you shall help!!! 

 Thanks and cheers!!",2,d4ede52e6fc315a2
""" 

 """"Specifically, Allied forces suffered approximately 14.2 million deaths, and Axis forces suffered approximately 6.8 million deaths, Germany specifically had 5 million. The Soviet Union had the largest death toll, suffering an estimated 20 million civilian casualties along with 8 million Soviet soldiers killed."""" This also doesn't make sense as the Soviet casualites is higher than the total Allied Casualties. Can I suggest that we remove this entire paragraph until someone comes up with some definitive figures?  """,2,345bb5c81a8a6797
""" 
 You know what, I think you're just insecure and went on the attack because I was """"winning"""" the issue at hand over on the CfD you've come here from; I think you've picked a spurious interpretation of a very casual, informal line that had no negative tone WHATSOEVER and aren't really interested in the points I showed you on the CfD, and just want a reason to condemn me.  Any old reason will do.  It's YOU who have gone on the personal attack here, as a way of evading the logic of the realities I presented in the CfD.  Another tiresome wiki-nerd who can't see past the end of their own insecurities and who will go on the attack rather than actually learn something, or admit that they were wrong......what a waste odf time this place is.  And you know what?  This is my talkpage, so I can say what I want when faced with unfair accusations such as those you have made here.  You were wrong in the CfD, found fault when there was none to be found here, and came here only to insult and degrade.  Get lost.  """,2,73ef403fa5a095e6
""" 

 == LOL == 

 LOLLOLOLOLOOLOLLOLOLOLLOL 

  
 is that the only topic of this page? sonic, proxies and as martin fucking bazley would say """"Juveniles"""" hahahahahah what a noob p 

  
 anyway deal with it proxies suck cock and so does martin bazley......... 

  

  

 lol""",2,d5290e73cf136173
"he is not a bad guy he is a sexy guy and his birthday is February 24, 1977 get strait bitches",2,d4911d1fd9989582
. She was fucked by someone with a big cock,2,146dab5311340e66
""" 

 == Sockpuppetry case == 

 {| align=""""left"""" 
 ||  
 |} 
 You have been accused of sockpuppetry. Please refer to Wikipedia:Suspected sock puppets/BryanFromPalatine (3rd) for evidence. Please make sure you make yourself familiar with notes for the suspect before editing the evidence page.  """,2,94581a3a32fe062f
"== Rethink? == 

 Would you care to rethink this series of edits. You have chosen to closed a query very rapidly and your tone is absolutely appalling. Do you have any experience of sourcing issues for Indic articles? Are you aware of my experience? Or is it just that you're having a bad day? -",2,14d5d3d97a27e0e4
== My Nazi bluelink list ==,2,ed1150e484953e29
"I have been unable to find any confirmation that this book will be called Blood Beast, will someone please post a link showing this confirmation",2,b397445c0d57df33
BANACH TARSKI BANACH TARSKI,2,772ddd4c3e4782e7
"Stop it you gay! You fucking twat, go have sex with a monkey.",2,26a96fee20641762
":Ech, ignore me - for some reason my browser was claiming this was in the last couple of days. Cacheing issue? Who knows.",2,0542ecc2c89c1934
i like to fart,2,d17eeb729a616d13
":: You mean Wimbledon 2013, right?",2,f5903b415ead2cd1
"::::::The difference is very simple. The uncertainty (as used in the relevant articles) consists of both systematic and random errors, while precision is just the random error.",2,d265686d5c68467f
""" 
 Thanks. However, your phrase 
 """"The book follows the life of an Iranian family during the regime of Shah Reza Pahlavi, through the Iranian revolution of 1979 and the installment of the Khomeini government, and ends after Khomeini's death"""" 
 I don't remember Khomeini's death in the book, can you please check ? 
   """,2,431f289460f2f2e6
":also gg means good game, faggots",2,4087c213197c98c8
::::::::No relation. Just for fun.,2,2134ac8f24e62175
Only one thing is to be known about Qwestthey suck the balls of a thousand men.,2,fd6c9b33ec365887
DIS NIGGA IS GAY HE KILLED LOTS OF FUQIN PPL THNXX DAT HE DIED,2,150b7c2166089ef8
"Yes, right, but in many pages about the info of the race don't... You know what forget it I responded every single think that is wrong with that winning table and you steal find a little thing, so just forget it.",2,f86c5a3f6cf56cbb
""" 

 == Ross == 

 THREE different sources confirm his new album. GET OFF MY BACK. Only one making disruptive edits is you, you ho. You need to block yourself. People hate editing wikipedia cuz of idiots like you. On the """"editing wikipedia has made me..."""" I put bad because you're a power abusing IDIOT, you need to be blocked.   """,2,8e1d237e36ecf356
.  I have the right to free speech and press in my country fool,2,2b049c3ab2cb4fa8
"== u sent me a message == 

 u sent me a message that said 2 stop vandalizing whele u no what. 

  

 Bold textFuck u bitch cock sucker monkey asshole fucker",2,4203de7e5c2e0a88
", 4 October 2011 (UTC) 
 :::::::And you have proof of what you said or is that more of your OR? Baryshnikov may be right about that the idea are represented in Finnish historiography however that does not mean that non-Finnish historian who uses primarily non-Finnish sources would automatically be 'follower of Finnish historiography' (that part is OR) - even when he would comes up with same conclusion as the Finns does not mean that. So far it has been trivial to prove that Baryshnikov's ideas are in minority since there are several opposing authors so i fail to see your point. -   06:04",2,af0c17445d76bf26
""" 

 :Some islands are known as """"Isle of.."""" etc. (eg Isle of Wight), others are not (eg Lundy).  Great Britain and Ireland are not commonly called """"Isle of.."""" or """"Island of.."""", so that is what WP reports.  There is no consistency and WP cannot impose it.  AVDL, before you start further debate on these pages, I again suggest that you format your comments appropriately, and recognise that your opinions are extremely fringe ones.  (Note to others: we have been here many times before with this disruptive editor.)    """,2,a2a92d47741c3888
"( You won't find that on her fansite ) 
 And she looks awesome even after having a child. 

 ( this is what is on her fansite ) 
 Teagan Presley was born 24th July, 1985 in Houston, Texas. Teagan is a young American pornstar. She is the oldest of 3 brothers and 3 sisters in her family and she helped raise them. Teagan began training in dance and gymnastics when she was only 7. She relocated to California when she was 10. She went on to dance with Joffery Ballet and later she was accepted into the American Ballet Theater. When she was 15, Teagan Presley represented the United States at dance and at gymnastic events in Germany and Denmark. Teagan continued competing nationally until she graduated high school at the age of seventeen. When Presley turned 18 Teagan performed in her first pornographic film in January of 2004. After her first movie she has appeared in 40 porn movies in the next 8 months; much of which were anal scenes. In late 2004, she signed an three-year exclusive performing contract with the adult movie studio Digital Playground. 

 I would be pissed if I was her, comparing her to a fat pop Idol. 
 Fucking Wikipedia.",2,de24111ea65e40bf
""" 

 :::Ferrylodge, look under the """"Fetal Capacity for Pain"""" of the JAMA article to answer your earlier question.  """,2,c6cf5454f56fe253
""":::::::I'm glad we're thinking in the same direction, Ramallite. The Britannica entry is the current one online. And I agree there's no point unlocking until it's settled.    

 """,2,31c1590456968e35
